online_order,book_table,votes,location,rest_type,cost
1,0,141,53,9,300
1,0,142,25,72,400
1,0,535,53,62,400
1,1,364,84,20,700
1,0,108,84,20,700
1,0,926,84,20,700
1,0,458,53,62,400
1,0,167,84,29,650
1,1,1739,84,20,1400
1,1,733,84,17,900
1,0,175,84,62,350
1,0,738,84,20,750
1,0,56,84,20,900
1,0,202,84,62,400
1,1,903,53,20,750
1,1,1623,84,22,900
1,0,226,53,20,500
1,0,118,84,29,600
1,0,119,25,0,500
1,0,279,53,20,750
1,1,225,53,20,800
1,0,124,53,62,600
1,0,195,9,62,300
1,1,261,9,60,1500
1,0,652,53,62,450
1,0,424,84,20,800
1,0,559,84,13,550
1,0,94,84,41,500
1,0,226,84,62,400
1,0,374,84,20,550
1,0,353,84,20,700
1,0,295,53,20,1000
1,0,99,84,62,450
1,0,90,84,12,250
1,0,1034,84,29,500
1,0,231,84,20,2000
1,0,136,53,20,1000
1,1,1151,53,60,1200
1,0,197,9,62,300
1,0,61,84,29,600
1,1,130,9,13,600
1,0,170,84,64,400
1,0,717,53,20,800
1,0,281,84,20,700
1,1,741,84,20,900
1,1,176,53,20,1000
1,0,303,84,62,350
1,1,510,9,20,800
1,0,74,84,9,300
1,0,518,84,20,2000
1,0,627,84,41,450
1,0,294,53,62,350
1,0,188,9,62,200
1,0,79,53,62,250
1,0,63,25,11,400
1,0,135,53,20,550
1,0,764,84,20,1100
1,0,191,84,12,250
1,0,100,84,41,400
1,1,539,84,60,1500
1,0,1618,84,20,800
1,0,177,84,62,400
1,1,794,84,1,600
1,1,263,84,20,1500
1,0,544,84,33,500
1,1,471,84,20,800
1,1,1017,84,20,1500
1,0,253,9,62,200
1,0,81,9,62,400
1,0,67,53,13,300
1,0,56,53,20,600
1,0,497,53,20,600
1,0,61,53,62,200
1,1,1216,53,21,1100
1,0,388,53,20,500
1,0,204,53,41,600
1,0,88,84,62,300
0,0,2992,84,20,800
0,1,442,53,20,900
0,1,288,84,20,1500
0,1,185,84,20,800
0,0,115,84,20,600
0,0,35,53,21,1100
0,0,90,84,30,200
0,0,122,53,62,200
0,0,46,84,62,350
0,0,50,84,20,500
0,0,123,84,43,400
0,0,167,84,20,450
0,1,83,84,20,1200
0,0,688,53,20,1000
0,0,198,84,20,700
0,0,90,84,13,700
0,0,70,80,20,650
0,0,342,53,62,500
0,0,47,53,62,300
0,0,51,84,20,600
0,0,32,84,29,400
0,0,84,84,41,400
0,0,78,53,62,350
0,1,54,84,20,1100
0,0,44,53,62,400
1,0,84,84,62,250
1,1,384,53,20,800
1,0,1870,9,20,750
1,0,114,53,62,400
1,0,43,53,3,450
1,0,373,53,62,300
1,0,385,84,62,300
1,0,148,9,20,600
1,0,195,53,20,650
1,1,572,53,20,600
1,0,55,53,20,800
1,0,463,9,20,700
1,0,106,9,62,250
1,0,451,53,20,500
1,0,54,25,13,1000
1,0,92,9,62,350
1,0,89,53,62,700
1,0,673,53,62,200
1,0,147,84,62,400
1,0,205,53,62,350
1,0,106,9,41,500
1,0,97,9,20,800
1,0,40,84,20,2000
1,0,207,84,62,350
1,0,111,84,62,600
1,0,36,84,20,700
1,1,152,53,20,800
1,0,49,9,62,300
1,0,61,53,29,550
1,0,49,84,30,400
1,0,241,84,20,550
1,0,31,84,20,400
1,0,372,9,20,750
1,0,35,9,62,150
1,0,61,53,20,700
1,0,819,9,13,300
1,0,147,84,62,600
1,0,51,84,29,600
1,0,25,84,62,500
1,0,379,84,20,1000
1,0,217,53,62,250
1,0,175,53,20,1000
1,1,818,84,22,1100
1,0,47,53,62,300
1,1,129,84,5,1200
1,0,81,25,41,500
1,0,175,84,35,600
1,0,117,84,62,450
1,0,126,84,62,300
1,0,39,84,62,400
1,0,178,53,20,800
1,0,97,53,12,400
1,0,141,84,20,800
1,0,43,84,29,500
1,0,86,84,62,300
1,0,94,9,62,300
1,0,121,80,20,800
1,0,118,53,29,200
1,0,60,84,20,800
1,0,121,9,62,900
1,0,51,53,20,600
1,0,416,84,25,1600
1,0,131,84,20,800
1,0,479,53,20,650
1,1,818,9,21,750
1,0,267,9,20,500
1,1,690,9,20,750
1,0,55,53,20,750
1,0,84,25,20,500
1,0,89,84,41,500
1,0,194,84,62,350
1,1,568,84,47,1000
1,0,118,53,21,1200
1,0,218,9,20,550
1,0,38,84,34,200
1,1,663,53,20,750
1,0,507,84,20,900
1,0,242,53,62,400
1,0,214,84,41,700
1,0,429,53,20,550
1,0,86,9,20,500
1,0,80,84,41,500
1,0,197,84,20,700
1,0,83,53,62,200
1,0,62,84,62,200
1,0,68,53,62,250
1,0,34,53,20,800
1,1,560,84,20,1000
1,0,125,53,20,600
1,1,2173,53,20,1500
1,0,82,9,62,150
1,0,236,9,20,750
1,0,515,53,62,150
1,0,95,53,62,500
1,0,44,9,62,450
1,0,155,53,62,400
1,0,31,53,62,300
1,1,859,84,22,900
1,0,517,84,20,1000
1,0,198,53,41,500
1,1,1813,53,20,850
1,0,667,53,20,800
1,0,95,53,62,500
1,0,143,9,62,250
1,0,120,9,30,400
1,0,382,53,20,1000
1,1,237,9,21,1000
1,1,2807,84,21,1100
1,0,142,84,13,700
1,1,1512,84,20,1700
1,0,41,53,72,400
1,0,180,25,2,300
1,1,840,9,22,600
0,0,1123,9,62,500
0,1,65,9,14,400
1,0,218,9,69,400
1,0,544,9,0,450
1,0,120,9,30,400
1,0,180,9,66,550
1,1,733,84,17,900
1,0,949,53,30,400
1,0,1034,84,29,500
1,0,284,53,30,300
0,0,395,84,20,1000
0,0,90,84,30,200
1,0,175,84,35,600
1,0,501,84,30,400
1,0,167,53,30,350
0,0,35,84,0,250
0,0,57,84,1,400
1,0,124,84,30,450
0,1,1700,9,60,1200
1,0,2143,9,20,800
1,1,237,9,21,1000
1,1,840,9,22,600
1,1,767,9,20,700
1,0,351,9,20,600
1,0,819,9,13,300
1,0,1870,9,20,750
1,1,261,9,60,1500
1,1,130,9,13,600
1,1,328,9,20,600
1,0,97,9,20,800
1,0,107,9,20,800
1,1,510,9,20,800
1,0,463,9,20,700
1,0,236,9,20,750
1,1,818,9,21,750
0,0,230,9,20,550
1,0,244,9,62,400
1,0,130,9,12,250
1,0,267,9,20,500
1,1,501,9,13,500
1,0,69,9,20,850
0,0,72,9,13,500
1,0,148,9,20,600
0,0,140,9,20,400
0,0,595,9,20,650
1,1,690,9,20,750
1,0,218,9,20,550
1,0,205,53,62,350
1,0,86,9,20,500
1,0,546,9,20,800
0,0,229,9,20,450
0,0,199,9,20,500
0,0,30,9,13,900
1,0,372,9,20,750
0,0,115,9,20,800
0,0,701,9,13,600
0,0,1123,9,62,500
1,0,789,9,62,400
1,0,195,9,62,300
1,0,544,9,0,450
1,0,777,9,62,600
1,0,106,9,41,500
1,0,143,9,62,200
1,0,121,9,62,900
1,0,193,9,62,200
1,0,158,9,62,450
1,0,420,9,62,450
1,0,188,9,62,200
1,0,44,9,62,450
0,0,194,9,62,250
1,0,394,9,62,500
1,0,265,9,62,400
1,0,92,9,62,350
0,0,97,9,62,450
1,0,229,9,62,300
1,0,180,9,66,550
0,0,91,9,62,350
0,0,69,9,62,800
1,0,293,9,62,650
1,0,35,9,62,150
1,0,82,9,62,150
0,0,54,9,41,500
1,0,106,9,62,250
1,0,94,9,62,300
1,0,49,9,62,300
0,1,6865,84,56,2400
0,0,5890,84,56,2500
0,1,2882,84,20,1600
0,1,2745,84,20,1400
0,0,463,84,20,1700
1,1,2807,84,21,1100
0,1,460,84,21,1000
0,0,450,84,20,1800
0,1,103,84,21,1300
1,1,1512,84,20,1700
0,0,2992,84,20,800
1,0,268,84,20,800
1,0,1618,84,20,800
0,1,345,53,21,1500
1,1,471,84,20,800
1,1,733,84,17,900
1,1,364,84,20,700
0,0,69,84,21,1200
0,1,821,84,37,2500
1,0,388,53,20,500
1,0,499,84,20,850
1,0,56,84,20,900
1,0,487,53,20,700
1,1,586,84,20,1000
1,1,1813,53,20,850
1,0,926,84,20,700
0,0,140,53,5,1500
1,0,517,84,20,1000
1,1,330,84,22,1400
0,0,1073,84,4,1450
1,1,1739,84,20,1400
1,1,152,53,20,800
0,1,263,84,37,3000
1,0,108,84,20,700
0,1,500,84,22,2000
1,1,560,84,20,1000
1,0,338,53,20,1000
1,0,627,84,41,450
1,0,756,53,20,1000
1,0,507,84,20,900
0,1,442,53,20,900
0,1,288,84,20,1500
1,0,121,80,20,800
0,1,137,84,37,2000
1,0,279,53,20,750
1,0,596,53,20,400
0,1,185,84,20,800
1,0,219,80,45,250
1,0,673,53,62,200
1,1,151,53,20,800
1,0,497,53,20,600
0,0,395,84,20,1000
1,0,54,25,13,1000
0,0,115,84,20,600
1,0,142,84,13,700
0,0,35,53,21,1100
1,0,387,84,20,800
1,0,515,53,62,150
1,0,197,84,20,700
1,0,67,53,13,300
1,0,334,53,68,200
1,0,175,53,20,1000
1,0,131,84,20,800
1,0,207,84,62,350
1,0,68,53,62,250
1,0,180,84,20,500
1,0,177,84,62,400
1,0,108,53,62,300
0,0,50,84,20,500
0,0,62,84,20,1500
1,0,191,84,62,300
0,0,75,84,38,2000
1,0,136,53,20,1000
1,0,738,84,20,750
0,0,116,84,62,300
1,0,294,53,62,350
1,0,124,53,62,600
1,0,31,84,20,400
1,0,175,84,35,600
1,0,111,84,62,600
1,0,373,53,62,300
1,0,79,53,62,250
0,0,118,84,20,1900
1,0,51,53,20,600
0,1,74,84,37,3000
0,0,161,84,21,1200
0,0,46,84,62,350
0,0,167,84,20,450
1,0,632,53,62,500
1,0,184,53,62,350
1,0,55,53,20,800
0,0,123,84,43,400
1,0,310,53,62,750
1,0,353,84,20,700
0,0,255,53,62,200
1,0,155,53,62,400
1,0,89,84,41,500
1,0,31,53,62,300
0,1,83,84,20,1200
1,0,379,84,20,1000
0,0,688,53,20,1000
0,0,198,84,20,700
0,0,90,84,13,700
0,0,70,80,20,650
1,0,118,53,21,1200
0,0,57,84,1,400
1,0,86,84,62,300
1,0,242,53,62,400
1,0,509,53,62,500
1,0,39,84,62,400
1,0,242,80,62,300
0,0,51,84,20,600
0,0,51,84,20,600
1,0,36,84,20,700
1,0,511,84,62,350
1,0,147,84,62,400
0,0,342,53,62,500
0,0,47,53,62,300
1,0,61,53,62,200
0,0,199,84,62,450
0,0,84,84,41,400
0,0,49,25,62,300
1,0,479,53,20,650
1,0,25,84,62,500
1,0,104,53,62,250
1,0,61,53,20,700
0,0,78,53,62,350
1,0,56,53,20,600
1,0,214,84,41,700
0,0,44,53,62,400
1,0,329,53,20,700
1,0,68,53,12,250
1,0,44,53,62,300
0,1,54,84,20,1100
1,0,158,53,62,300
1,0,152,53,20,600
1,0,382,53,20,1000
1,0,125,84,20,500
0,1,1710,9,60,1200
1,1,262,9,60,1500
0,1,6876,84,56,2400
0,0,5892,84,56,2500
0,1,466,84,21,1000
0,0,1075,84,4,1450
0,0,75,84,38,2000
1,0,118,53,21,1200
0,1,6375,0,20,1600
0,1,201,0,20,1300
1,1,3230,0,25,1600
0,1,1149,0,21,1100
1,0,420,0,20,800
1,0,102,0,20,600
1,1,0,39,20,1100
0,1,10413,42,21,1400
0,1,1533,42,54,2000
1,1,3125,42,21,1500
0,1,1721,42,20,1200
1,1,2493,3,57,900
0,1,3852,28,20,1600
1,1,3458,42,20,1300
1,1,2178,42,21,1500
1,1,2616,42,20,1300
0,1,2456,28,20,1000
1,1,455,44,21,1500
1,1,710,44,20,1500
0,1,782,40,20,1500
1,1,677,44,20,1500
1,1,1851,43,20,600
0,1,2241,42,20,1100
1,0,6875,42,20,750
1,1,484,42,20,700
0,1,1388,42,46,1400
0,1,117,44,20,800
0,1,104,44,20,1000
0,0,202,28,20,900
0,1,353,40,37,2000
0,0,38,43,20,900
0,1,165,28,20,1000
0,0,371,22,20,400
0,0,177,28,20,950
0,1,32,42,20,1000
1,1,1874,0,13,900
1,0,464,0,13,500
1,0,100,0,13,700
1,0,204,0,14,500
1,0,331,0,13,200
1,0,613,0,13,600
1,0,61,0,13,650
1,0,41,0,13,600
0,0,147,0,13,400
0,0,61,0,13,500
1,0,208,0,19,650
1,1,487,0,13,700
0,0,63,0,13,500
0,0,221,39,13,200
1,0,60,39,13,600
0,0,14654,42,16,900
0,0,3826,42,13,800
0,0,2729,42,13,1300
0,0,159,42,17,600
1,0,2859,42,13,600
0,1,1463,42,13,800
1,1,1800,42,22,900
1,0,2594,42,33,500
1,1,197,42,13,800
1,0,939,42,13,900
1,1,468,42,13,800
1,0,1022,44,17,550
0,1,464,41,13,800
0,1,546,42,13,900
1,0,50,28,13,600
1,1,2709,40,13,1000
1,1,1509,40,13,900
1,0,334,42,33,500
0,0,1355,44,13,700
1,1,869,42,13,600
1,0,1059,42,13,800
1,0,137,42,13,1200
1,0,306,44,13,600
1,1,400,42,15,1200
1,1,1692,42,13,650
1,0,508,28,19,1000
1,1,239,28,22,600
1,0,99,44,33,900
1,1,4386,28,22,600
1,0,480,42,13,450
1,0,310,30,13,750
0,0,172,44,13,650
1,0,90,42,13,600
1,0,41,3,41,400
1,0,47,42,13,600
0,0,124,3,13,500
1,0,323,44,13,700
1,0,153,28,41,400
0,0,367,44,13,350
1,0,413,42,13,700
0,0,69,3,14,700
0,0,66,42,13,300
1,0,450,30,13,400
0,0,109,42,13,800
1,0,59,22,13,600
1,0,247,30,13,400
1,0,132,28,13,400
1,0,85,28,13,500
1,0,187,28,13,500
1,0,1181,0,29,500
1,0,304,38,29,450
1,0,582,37,29,450
1,0,783,0,62,300
1,0,245,0,62,400
1,0,206,22,30,400
1,0,214,0,62,200
1,0,340,22,62,400
1,0,147,0,62,400
1,0,909,38,62,250
1,0,189,43,62,300
1,0,201,0,70,200
1,0,56,22,72,250
1,0,497,41,62,600
1,0,350,22,62,600
1,0,175,22,62,100
1,0,257,0,62,250
1,0,132,28,13,400
1,0,417,30,62,500
1,0,211,45,9,150
1,0,360,38,72,500
1,0,187,0,62,400
1,0,474,0,62,450
1,0,1587,42,20,550
1,0,554,0,30,400
1,0,465,0,62,400
1,0,356,45,29,650
0,0,625,42,20,600
1,0,424,38,62,250
1,0,128,0,62,150
1,0,218,42,67,600
1,0,95,30,11,400
1,0,187,0,62,600
1,0,137,45,62,250
1,0,179,0,62,250
1,0,3605,43,62,400
1,0,1959,43,62,600
1,0,330,38,20,600
1,0,331,0,13,200
1,0,301,30,62,200
1,0,334,28,62,300
1,0,224,38,72,250
1,0,98,38,20,400
1,0,840,22,62,300
1,0,519,28,20,400
1,0,62,28,62,300
1,0,293,43,45,250
1,0,177,0,62,300
1,1,1242,42,20,600
1,0,99,0,20,350
1,0,56,0,62,300
1,0,1076,42,69,400
1,0,236,22,62,400
1,0,1986,28,20,800
1,0,45,28,62,300
1,0,137,0,72,500
1,0,385,0,72,500
1,0,70,3,30,350
1,0,621,22,62,400
1,0,52,0,62,300
1,0,334,42,33,500
1,0,475,0,72,600
1,0,1286,22,62,400
1,0,196,41,62,500
1,0,53,44,62,350
1,0,127,0,62,300
1,0,113,0,62,400
1,0,509,22,62,500
1,0,420,0,20,800
1,1,2724,0,20,800
1,1,202,28,62,700
1,0,101,81,29,500
1,0,160,41,29,650
1,0,253,30,30,300
1,0,64,22,20,300
1,0,298,7,62,450
1,0,120,22,20,600
1,0,382,42,20,600
1,0,650,43,62,250
1,0,159,28,62,750
1,0,438,0,20,650
1,0,467,0,20,550
1,0,457,43,29,500
1,0,210,30,11,400
1,0,79,30,62,100
1,0,164,30,62,400
1,0,111,3,20,800
1,0,136,3,20,500
1,0,102,0,20,600
1,0,97,30,62,200
1,0,151,22,70,400
1,0,218,0,20,600
1,0,406,3,20,1000
1,0,148,22,69,200
1,0,139,42,62,200
1,0,750,24,62,250
1,1,487,0,13,700
1,0,357,0,62,400
1,0,702,44,30,450
1,0,888,40,13,800
1,0,414,44,12,300
1,0,230,28,0,500
1,0,53,38,62,100
1,0,277,44,62,450
1,0,260,28,62,300
1,0,50,22,62,450
1,0,1022,22,30,500
1,0,394,44,62,400
1,0,166,30,62,400
1,0,457,38,20,550
1,0,93,22,20,700
1,0,450,30,13,400
1,0,45,22,30,400
1,0,96,3,29,600
1,0,266,22,20,550
1,0,59,22,62,200
1,0,163,22,62,300
1,0,68,22,20,400
1,0,117,38,30,300
1,0,326,22,29,200
1,0,313,38,72,650
1,0,101,28,62,200
1,0,351,43,13,500
1,0,327,0,72,500
1,0,498,43,62,300
1,0,84,0,62,400
1,1,174,30,20,800
1,0,57,38,12,200
1,0,189,41,0,400
1,1,197,42,13,800
1,0,101,3,30,400
1,1,1541,0,20,800
1,0,192,0,29,450
1,0,73,3,72,400
1,0,50,30,62,200
1,0,245,42,62,600
1,0,136,22,20,750
1,0,170,0,62,300
1,0,213,28,30,400
1,0,49,3,13,600
1,0,106,44,29,600
1,0,85,28,62,300
1,0,205,42,62,250
1,0,60,0,62,300
1,1,799,0,20,800
1,0,64,0,62,250
1,0,670,0,20,500
1,0,119,22,62,200
1,0,130,38,21,1200
1,0,189,41,30,300
1,0,47,28,69,100
1,0,55,42,9,400
1,0,94,22,62,400
1,0,89,0,62,350
1,0,221,0,70,400
1,1,74,0,20,700
1,0,83,22,62,350
1,0,137,42,13,1200
1,1,541,42,26,1000
1,0,95,38,62,300
1,0,4650,44,46,1500
1,0,49,42,62,300
1,0,50,28,13,600
1,0,122,3,20,500
1,0,85,44,62,400
1,0,174,43,13,600
1,1,218,42,20,600
1,0,108,0,62,300
1,0,144,22,62,150
1,0,281,30,20,800
1,0,151,30,30,350
1,0,58,42,62,200
1,1,484,42,20,700
1,0,106,22,62,150
1,0,551,44,62,600
1,0,169,28,13,600
1,0,347,28,20,600
1,0,197,22,62,400
1,0,261,22,20,700
1,0,108,30,62,500
1,0,83,43,13,700
1,1,344,42,20,500
0,0,72,43,62,100
1,0,85,3,29,600
1,0,323,38,62,500
1,0,337,0,20,800
1,0,151,44,20,700
1,0,186,44,2,500
1,0,162,22,30,400
1,1,325,44,20,800
1,0,289,3,62,400
1,0,98,37,29,400
1,0,419,7,62,800
1,0,777,43,20,750
1,1,362,30,20,600
1,0,409,28,20,500
1,0,190,22,62,250
1,0,1272,0,20,900
1,0,61,22,45,200
1,0,479,0,20,850
1,0,287,41,29,400
1,0,41,3,41,400
1,0,182,22,9,400
1,0,96,38,62,300
1,0,829,22,20,850
1,0,69,42,12,150
1,0,985,22,20,800
1,1,59,22,20,700
1,0,277,0,66,250
1,0,144,0,29,750
1,0,571,38,20,600
1,0,116,3,20,1000
1,0,59,41,62,300
1,0,60,39,13,600
1,0,227,22,62,500
1,0,799,30,13,400
1,0,735,0,20,600
1,0,270,38,62,500
1,0,137,38,62,500
1,0,74,38,0,500
1,0,214,44,20,700
1,0,110,42,30,200
1,0,237,42,62,200
1,0,41,0,13,600
1,0,95,0,72,400
1,0,90,44,62,500
1,0,254,0,20,800
1,0,92,30,62,200
1,0,42,28,30,250
1,0,138,42,12,150
1,0,59,22,29,300
1,0,152,44,29,500
1,0,600,44,30,900
1,1,601,22,20,1000
1,1,454,28,20,700
1,0,199,0,62,300
1,0,169,0,72,450
1,0,483,41,20,800
1,0,1071,0,20,500
1,0,66,43,20,1000
1,1,732,22,13,1200
1,0,480,42,13,450
1,0,128,0,30,230
1,0,376,0,62,500
1,0,42,28,62,500
1,0,76,40,62,300
1,0,778,38,13,700
1,0,473,42,20,500
1,0,78,22,20,400
1,0,361,42,72,400
1,0,62,22,62,500
1,0,296,41,72,400
1,0,556,42,62,400
1,0,138,0,62,300
1,0,208,0,19,650
1,0,251,30,30,300
1,0,138,0,62,300
1,0,42,0,62,250
1,0,229,42,30,500
1,0,82,38,62,400
1,0,204,22,1,600
1,0,66,28,9,600
1,0,410,42,62,300
1,0,63,42,62,150
1,0,44,22,13,300
1,0,89,28,0,500
1,0,192,30,30,300
1,0,177,3,62,250
1,0,124,0,62,400
1,0,7210,42,20,600
1,0,61,41,16,700
1,0,45,43,62,550
1,0,60,22,62,400
1,1,468,42,13,800
1,1,885,28,20,900
1,0,465,0,62,300
1,0,95,0,29,700
1,1,719,22,13,950
1,0,249,0,32,500
1,0,41,44,62,200
1,0,181,22,20,1200
1,1,1874,0,13,900
1,0,76,28,62,150
1,1,1336,22,20,800
1,0,96,0,62,300
1,1,409,22,20,750
1,0,64,7,20,400
1,0,91,22,0,350
1,0,969,42,62,200
1,0,290,3,12,400
1,1,1430,28,20,800
1,0,613,0,13,600
1,0,356,22,20,450
1,0,204,0,14,500
1,0,957,30,62,500
1,0,321,43,20,500
1,0,178,0,62,400
0,0,315,0,51,300
1,1,971,30,54,1500
1,0,141,22,20,500
1,0,368,22,20,550
1,0,116,22,20,900
1,0,255,0,20,500
1,1,1509,40,13,900
1,0,598,3,62,400
1,0,823,42,20,550
1,0,153,28,41,400
1,1,1014,28,58,1300
1,0,205,30,30,300
1,0,122,42,0,400
1,0,191,0,62,300
1,0,184,0,62,400
1,0,126,30,62,400
1,0,208,3,20,700
1,1,2709,40,13,1000
1,1,869,42,13,600
1,0,140,22,13,800
1,0,178,28,30,400
1,0,166,42,62,300
1,0,231,38,13,600
1,0,214,0,20,600
1,0,278,22,62,150
1,0,374,38,20,750
1,0,91,38,20,550
1,0,202,3,62,250
1,0,92,28,62,300
1,0,1112,42,20,750
1,0,320,3,20,650
1,0,1189,0,62,500
1,0,247,30,13,400
1,0,53,41,13,450
1,0,195,0,62,400
1,0,84,22,62,400
1,1,9041,41,22,600
1,0,135,0,20,500
1,0,208,28,20,650
1,0,1059,42,13,800
1,0,336,42,20,800
1,0,459,22,62,600
1,0,1956,43,20,650
1,0,122,30,20,700
1,0,57,30,62,400
1,0,180,22,29,600
1,0,701,41,29,450
1,0,70,43,12,250
1,1,364,30,20,1200
1,1,1543,28,20,1000
1,0,100,44,30,150
1,0,166,41,13,700
1,0,434,41,62,400
1,1,235,42,20,800
1,0,62,0,20,500
1,0,129,28,20,800
1,0,94,3,41,1100
1,1,1168,41,57,1300
1,1,1229,41,13,700
1,1,1845,38,13,600
1,0,519,41,20,500
1,0,90,42,13,600
1,1,2192,28,60,1200
1,0,120,43,20,500
1,0,218,22,62,400
1,0,59,22,13,600
1,1,2178,42,21,1500
1,0,292,22,20,600
1,0,48,45,62,300
1,0,122,22,20,550
1,0,240,28,30,500
1,0,914,28,4,1000
1,1,551,3,20,600
1,0,957,44,20,500
0,1,165,0,4,1100
1,1,1796,41,20,1000
1,0,99,0,62,300
1,0,827,0,20,500
1,0,68,0,20,1000
1,0,231,38,29,400
1,1,1692,42,13,650
1,0,265,42,45,300
1,0,121,38,62,400
1,0,163,40,20,500
1,0,2062,22,20,1200
1,0,163,42,29,300
1,0,507,43,30,500
1,0,536,3,20,800
1,0,381,0,62,250
1,0,464,0,13,500
1,0,65,42,20,800
1,0,397,22,30,450
1,0,452,44,20,600
1,0,176,22,29,400
1,0,869,0,29,500
1,0,331,22,62,350
1,0,33,42,69,250
1,0,320,43,62,600
0,0,110,0,62,200
1,0,1022,44,17,550
1,0,3447,44,20,600
1,0,522,44,62,450
1,0,283,22,62,400
1,0,310,30,13,750
1,0,142,30,20,750
1,0,41,44,62,400
1,1,1166,22,20,600
1,0,421,3,20,700
1,0,177,0,62,500
1,0,226,38,29,450
1,0,50,42,30,400
1,0,439,22,72,550
1,0,64,42,62,300
1,0,74,41,20,750
1,1,3230,0,25,1600
1,0,232,30,20,600
1,0,37,28,29,600
1,0,508,28,19,1000
1,1,256,3,20,800
1,1,4315,28,52,1600
1,0,2594,42,33,500
1,0,820,43,20,1000
1,1,1318,22,20,800
1,0,1101,22,13,700
1,0,2374,28,20,800
1,1,1205,41,13,650
1,0,337,30,62,300
1,0,2859,42,13,600
1,0,721,42,62,400
1,0,239,42,20,1000
1,1,293,42,20,800
1,0,219,38,62,300
1,0,307,0,29,600
1,1,2616,42,20,1300
0,0,126,0,62,200
1,0,186,42,30,400
1,1,2386,41,20,1000
1,0,79,30,20,600
1,0,109,3,62,600
1,0,66,42,20,700
1,0,386,28,62,600
1,0,475,43,20,600
1,1,624,0,21,1500
1,0,455,22,72,400
1,1,2239,3,21,1200
1,1,1877,38,21,1200
1,0,532,42,20,600
1,0,207,42,20,500
1,1,3458,42,20,1300
1,0,36,0,32,300
1,1,1031,28,21,1100
1,0,77,44,30,800
1,0,51,42,62,500
1,1,400,42,15,1200
1,0,321,28,62,400
1,1,1258,30,22,800
1,0,171,3,62,250
1,0,76,42,62,500
1,0,61,42,30,450
1,1,533,22,20,900
1,0,739,28,29,500
1,0,144,3,62,350
1,1,239,28,22,600
1,1,1027,3,20,1000
1,0,188,38,29,300
1,1,245,41,20,1300
1,1,221,41,20,1000
1,1,111,22,20,800
1,1,202,30,57,1000
1,1,759,28,20,600
1,1,584,30,20,1200
1,0,135,30,62,350
1,0,3001,38,13,1000
1,0,88,0,62,1000
1,1,516,43,20,2500
1,1,402,22,20,800
1,0,257,37,29,300
1,0,46,28,62,450
1,1,342,41,62,450
1,0,588,28,20,700
1,0,273,0,20,900
1,0,908,42,20,600
1,0,888,44,20,650
1,0,57,44,20,700
1,1,710,44,20,1500
1,0,658,42,20,500
1,0,939,42,13,900
1,0,283,0,62,350
1,1,677,44,20,1500
1,0,181,28,20,550
1,1,1851,43,20,1100
1,0,841,43,20,700
1,1,294,28,20,500
1,0,51,22,29,600
1,0,372,22,20,700
1,1,1774,42,57,1200
1,0,248,22,20,500
1,0,1138,42,20,500
1,0,254,0,20,550
1,1,442,30,60,1200
1,0,391,44,20,750
1,0,131,22,20,650
1,0,161,22,62,300
1,0,69,0,29,400
1,0,46,22,66,300
1,0,51,3,62,300
1,0,80,22,62,800
1,0,455,43,20,1000
1,1,107,42,20,900
1,0,264,44,20,650
1,1,1365,44,21,1400
1,0,158,30,20,700
1,1,587,28,21,1200
1,0,117,0,20,600
1,1,3125,42,21,1500
1,1,3870,42,25,1600
0,0,204,0,20,550
1,0,62,42,30,250
1,0,384,44,62,300
1,1,3667,42,20,1400
1,0,85,28,13,500
1,1,1233,30,20,1000
1,1,1905,30,13,800
0,0,87,0,62,250
1,1,597,41,4,1200
1,0,177,30,20,700
1,0,146,28,20,600
1,1,1867,22,49,1500
1,0,601,0,62,700
1,0,200,28,62,400
1,0,233,30,62,400
1,0,52,22,64,250
1,1,291,41,20,750
1,1,1617,41,20,1500
1,1,191,40,13,1000
1,0,301,22,72,400
1,1,252,41,20,750
1,0,149,42,20,600
1,1,383,42,21,1500
1,0,72,30,20,450
1,1,150,39,20,1100
1,1,1078,30,20,1000
0,0,81,0,0,200
0,0,147,0,13,400
1,0,1003,42,20,700
1,0,102,3,62,350
1,1,455,44,21,1500
1,0,34,44,20,650
1,0,118,28,20,400
1,0,88,22,62,250
1,0,140,0,20,600
1,1,143,30,20,1000
1,1,2563,42,4,1200
1,1,160,22,24,900
1,0,510,44,20,750
1,1,668,40,20,900
1,0,315,30,62,300
1,1,72,28,62,400
1,0,988,43,13,600
0,0,28,0,20,500
1,1,90,3,20,800
1,1,345,42,21,1000
1,1,553,30,20,900
0,0,48,0,72,400
1,0,201,0,62,300
1,0,127,18,72,300
1,1,600,43,20,1100
1,0,213,43,62,400
1,1,499,22,16,700
1,0,100,0,13,700
1,0,358,30,30,400
1,0,115,0,20,550
1,0,503,38,29,500
1,0,173,22,72,400
1,0,72,43,62,200
0,0,372,0,20,500
0,0,358,0,62,500
1,0,450,22,20,550
0,0,118,0,30,300
1,1,767,41,20,1700
1,1,1697,42,20,1200
0,0,117,0,29,500
0,0,221,0,62,550
1,0,186,45,62,400
1,0,103,43,62,400
0,0,76,0,20,600
1,0,73,0,20,600
1,0,57,28,20,650
0,0,115,0,20,1000
0,0,42,0,62,400
0,0,75,0,62,400
0,0,53,0,20,600
0,0,61,0,13,500
0,0,35,0,72,200
0,0,34,0,62,650
