online_order,book_table,votes,location,rest_type,cost
0,0,259,34,30,200
1,0,221,34,30,400
1,0,432,34,30,500
1,0,174,34,30,500
0,0,71,34,20,600
0,0,110,34,22,700
1,0,35,34,29,500
1,0,90,34,30,300
0,0,87,34,30,300
1,0,64,34,31,600
0,0,78,34,62,650
0,0,81,34,20,1000
1,0,38,34,0,400
0,0,130,21,0,400
1,1,496,35,19,800
0,0,53,35,3,350
1,0,99,35,62,400
0,0,95,21,29,300
1,0,120,35,32,150
1,0,287,55,29,500
1,1,506,23,13,650
1,0,109,2,30,450
1,0,48,2,70,150
1,1,341,34,26,1400
0,1,416,34,54,1800
1,1,559,34,13,1200
0,1,1502,34,20,1400
0,1,1099,34,21,1400
1,1,2329,34,54,1400
0,1,1132,34,20,1600
0,0,1181,34,16,900
1,1,1013,34,20,1100
0,0,470,34,20,800
1,1,1228,34,20,800
1,1,347,34,20,600
1,0,1208,34,20,800
1,1,816,34,46,1200
0,1,1989,34,20,800
0,1,300,34,20,750
1,0,219,34,20,1000
1,1,577,34,13,700
1,0,203,34,20,800
1,1,1196,34,60,1400
1,1,360,34,60,1300
0,1,662,34,54,1500
1,0,140,34,20,700
1,0,519,34,20,600
1,1,321,34,20,750
1,1,473,34,20,750
1,1,405,34,20,1500
0,1,308,34,20,1300
1,0,201,34,20,650
0,1,783,34,20,1400
1,1,702,34,20,800
1,0,248,34,4,1200
1,0,83,34,20,600
1,0,198,34,20,600
1,0,311,34,20,800
1,0,155,34,20,1100
0,0,92,34,13,700
1,1,223,34,20,500
1,0,214,34,20,700
0,1,74,34,21,1200
1,1,293,34,20,900
1,1,178,34,20,1000
0,1,377,34,4,1300
1,0,234,34,20,700
0,0,241,34,13,600
1,0,172,34,13,700
1,1,448,34,20,500
1,0,240,34,20,600
1,1,399,34,20,1000
1,0,220,34,62,400
1,0,209,34,20,600
1,0,244,34,20,400
1,0,200,34,20,800
1,0,289,34,20,600
1,0,274,34,13,900
0,0,71,34,20,600
0,0,110,34,22,700
1,1,83,34,20,800
1,0,88,34,62,400
1,0,46,34,13,500
1,0,119,34,20,750
1,0,140,34,13,650
1,0,91,34,20,500
1,0,56,34,13,650
1,0,150,34,20,500
1,0,80,34,20,750
1,0,77,34,20,800
0,0,56,34,20,700
1,0,124,34,20,600
0,0,90,34,20,600
0,0,81,34,20,1000
1,0,97,34,13,350
1,0,171,34,20,500
1,0,434,34,20,750
1,0,399,34,33,700
0,0,203,34,62,250
0,0,83,34,62,500
0,0,47,34,62,500
1,0,297,34,62,350
1,0,93,34,62,400
1,0,378,34,62,400
1,0,498,34,62,250
1,0,327,34,62,300
1,0,386,34,62,500
1,0,69,34,62,300
1,0,209,34,62,600
1,0,48,34,62,450
1,0,96,34,62,300
1,0,89,34,62,200
1,0,195,34,62,500
0,0,78,34,62,650
1,0,52,34,62,350
0,0,84,34,62,200
0,0,87,34,62,150
1,0,91,34,62,200
0,0,300,34,62,400
0,0,161,35,20,600
0,1,737,35,21,800
1,1,2589,35,22,600
1,1,1437,35,20,1500
0,0,247,35,20,450
1,1,840,35,13,800
1,1,418,35,20,1200
1,1,751,21,57,1500
0,0,121,21,20,600
1,0,219,35,20,600
0,1,237,35,20,1400
1,0,420,35,20,800
1,0,191,21,13,700
0,0,216,35,51,300
0,0,109,35,20,450
0,0,164,35,20,650
1,1,229,35,20,550
1,0,72,35,20,400
1,0,358,21,20,650
1,0,370,35,20,800
0,0,111,35,20,1400
1,0,383,35,20,700
1,0,3128,35,20,750
0,0,89,35,20,700
1,0,191,21,20,650
1,0,301,35,20,750
1,0,202,21,20,600
1,0,722,35,13,1000
1,1,104,35,13,800
1,0,190,35,20,600
1,0,147,35,20,700
0,1,198,35,20,700
0,0,139,35,21,500
1,0,312,35,20,700
1,0,115,35,20,550
1,0,182,35,20,450
1,0,1418,35,62,300
1,0,110,35,62,400
1,0,175,35,62,400
1,0,718,35,62,600
1,0,185,35,62,250
1,0,118,35,62,300
1,0,129,35,62,600
1,0,616,35,62,450
1,0,186,35,62,500
0,0,53,35,3,350
1,0,173,21,62,300
1,0,118,35,62,450
1,0,140,35,62,500
1,0,41,35,62,550
1,0,128,35,62,400
1,0,58,35,62,300
0,0,41,35,62,250
1,0,52,35,62,300
1,0,209,35,62,550
1,0,93,35,62,400
1,0,49,35,62,300
1,0,215,35,62,500
1,0,76,35,62,450
1,0,351,2,51,350
1,0,611,2,20,750
1,0,71,2,20,450
1,1,506,23,13,650
0,0,157,2,57,1100
1,1,667,2,20,700
1,1,131,2,20,1000
1,0,200,2,20,600
1,0,98,23,13,500
1,0,73,2,19,500
0,0,161,2,62,300
1,0,332,23,62,300
1,0,324,2,20,600
1,0,254,2,20,1050
0,0,130,2,62,200
1,0,71,2,62,250
1,0,109,2,21,600
1,0,44,2,13,500
1,0,123,2,20,600
1,0,224,2,20,600
1,0,182,2,20,500
0,0,70,2,62,200
0,0,50,2,20,600
1,0,78,2,62,400
1,0,64,2,62,400
0,0,100,2,4,1200
1,0,98,2,20,500
1,0,92,2,62,400
1,0,283,2,62,250
0,0,103,2,20,600
1,0,77,2,13,550
1,0,42,2,62,500
1,0,151,2,62,500
0,0,161,2,62,300
0,0,69,2,62,300
1,0,92,2,62,400
0,0,104,2,62,400
0,0,77,23,62,400
1,1,2329,34,54,1400
0,1,416,34,54,1800
1,1,1196,34,60,1400
1,1,816,34,46,1200
1,1,360,34,60,1300
0,1,662,34,54,1500
1,0,248,34,4,1200
0,1,74,34,21,1200
0,1,377,34,4,1300
1,1,751,21,57,1500
0,0,139,35,21,500
0,0,157,2,57,1100
0,0,100,2,4,1200
1,1,840,35,13,800
1,1,2589,35,22,600
1,1,496,35,19,800
1,0,722,35,13,1000
1,1,104,35,13,800
0,0,1181,34,16,900
1,1,559,34,13,1200
1,0,399,34,33,700
1,1,577,34,13,700
0,0,167,34,13,500
1,0,191,21,13,700
0,0,92,34,13,700
1,0,73,2,19,500
0,0,241,34,13,600
1,0,172,34,13,700
1,0,44,2,13,500
1,0,274,34,13,900
0,0,110,34,22,700
1,0,46,34,13,500
1,0,140,34,13,650
0,0,63,2,13,450
1,0,77,2,13,550
1,0,97,34,13,350
1,1,506,23,13,650
1,0,362,20,13,700
1,0,861,26,29,500
1,0,221,34,30,400
1,0,531,57,29,450
1,0,297,34,62,350
1,0,52,34,62,350
1,0,209,34,62,600
1,0,386,34,62,500
1,0,220,2,30,400
1,0,118,35,62,300
1,0,3128,35,20,750
1,0,1418,35,62,300
1,0,498,34,62,250
1,0,265,34,30,400
1,1,2589,35,22,600
0,0,87,34,30,300
1,1,1228,34,20,800
1,0,420,35,20,800
1,0,215,2,72,450
1,0,58,35,62,300
1,0,238,60,62,400
1,0,148,21,29,400
1,1,448,34,20,500
1,0,191,21,20,650
1,0,432,34,30,500
1,0,306,55,62,400
1,0,408,55,62,600
1,0,327,34,62,300
1,0,306,55,62,400
1,0,616,35,62,450
1,0,332,23,62,300
1,0,162,34,29,750
1,0,189,34,62,100
1,0,257,2,62,600
1,0,297,2,62,200
1,0,123,2,20,600
1,0,96,34,62,300
1,0,92,2,62,400
1,0,41,23,29,400
1,0,182,35,20,450
1,0,247,55,62,400
1,0,154,35,62,400
1,0,153,55,62,400
1,0,343,35,72,500
1,0,434,34,20,750
1,0,232,35,29,650
1,0,301,35,20,750
1,0,35,34,29,500
1,0,93,35,62,400
1,0,140,34,20,700
1,0,50,64,30,300
1,1,1437,35,20,1500
1,1,2329,34,54,1400
1,0,182,2,20,500
1,0,90,55,62,400
1,0,48,55,72,150
1,0,376,34,62,350
1,0,64,55,41,700
1,0,214,34,20,700
1,0,151,2,62,500
1,0,109,2,30,450
1,0,110,35,62,400
1,1,577,34,13,700
1,0,107,23,29,500
1,0,177,55,20,600
1,0,91,34,62,200
1,0,128,35,62,400
1,0,227,2,62,600
1,0,533,55,20,800
1,0,118,35,62,450
0,0,58,55,62,500
1,0,174,34,30,500
1,0,189,2,62,400
1,0,324,2,20,600
1,0,128,55,62,300
1,0,289,34,20,600
1,0,140,35,62,500
0,0,161,35,20,600
1,1,755,55,4,1300
1,0,84,55,30,300
1,0,370,35,20,800
1,0,48,2,70,150
1,1,506,23,13,650
1,0,82,55,62,400
1,0,71,2,62,250
1,0,140,34,13,650
1,0,119,34,20,750
1,0,78,23,29,500
1,0,190,35,20,600
1,1,418,35,20,1200
1,0,56,34,13,650
1,0,57,23,29,500
1,0,41,35,62,550
1,0,173,21,62,300
1,0,71,2,20,450
1,0,64,34,31,600
1,0,88,34,62,400
1,1,341,34,26,1400
1,0,97,34,13,350
1,0,42,55,20,600
1,0,312,35,20,700
1,0,55,34,9,400
1,1,1196,34,60,1400
1,0,399,34,33,700
1,0,70,20,20,700
1,0,98,23,13,500
1,0,48,34,62,450
1,1,399,34,20,1000
1,0,98,2,20,500
1,0,64,2,62,400
1,0,209,35,62,550
1,0,150,34,20,500
1,0,89,34,62,200
1,0,224,2,20,600
1,1,104,35,13,800
1,1,473,34,20,750
1,0,96,34,9,400
1,0,76,35,62,450
1,0,194,55,20,400
1,0,201,34,20,650
1,0,219,34,20,1000
1,1,840,35,13,800
1,0,191,21,13,700
1,0,215,35,62,500
1,0,91,34,20,500
1,0,31,2,41,300
1,0,240,34,20,600
1,0,171,34,20,500
1,0,49,35,62,300
1,0,86,55,62,400
1,1,360,34,60,1300
1,0,69,34,62,300
1,0,219,35,20,600
1,0,147,35,20,700
0,0,247,35,20,450
1,0,81,20,62,200
1,0,611,2,20,750
1,0,358,21,20,650
1,0,63,2,20,500
1,1,751,21,57,1500
1,0,165,55,20,500
1,0,252,20,1,350
1,0,68,60,20,450
1,0,73,2,19,500
1,0,80,34,20,750
1,0,100,55,41,800
1,0,109,2,21,600
0,0,216,35,51,300
0,0,210,55,62,400
1,0,375,55,62,400
1,0,274,34,13,900
1,1,293,34,20,900
0,0,109,35,20,450
1,0,124,34,20,600
1,1,131,2,20,1000
1,0,120,35,32,150
1,0,116,64,20,1000
1,0,469,55,20,550
1,0,253,23,20,600
1,0,227,64,20,750
1,0,232,20,20,500
1,0,351,2,51,350
1,0,209,34,20,600
1,0,46,34,13,500
1,0,77,2,13,550
1,0,77,34,20,800
1,0,91,35,29,600
1,0,39,34,62,300
1,0,99,35,62,400
1,1,496,35,19,800
1,0,519,34,20,600
1,0,283,2,62,250
1,0,113,2,72,400
1,0,600,55,20,600
0,1,198,35,20,700
0,0,53,35,3,350
0,1,737,35,21,800
1,0,83,34,20,600
1,1,202,55,62,450
1,0,195,34,62,500
1,0,220,23,20,500
1,0,185,35,62,250
1,1,53,55,20,600
1,0,52,35,62,300
1,1,1013,34,20,1100
1,0,186,35,62,500
0,0,139,35,21,500
1,0,172,34,13,700
1,1,229,35,20,550
0,0,41,35,62,250
1,0,58,20,72,400
1,0,362,20,13,700
1,0,200,34,20,800
1,0,119,35,72,500
1,0,145,55,20,600
1,0,198,34,20,600
1,1,223,34,20,500
1,0,78,2,62,400
1,0,145,2,20,900
1,0,619,55,62,500
1,1,83,34,20,800
1,0,254,2,20,1050
0,0,164,35,20,650
1,0,234,34,20,700
1,0,72,35,20,400
1,1,321,34,20,750
1,1,405,34,20,1500
1,0,220,34,62,400
1,0,722,35,13,1000
1,0,175,35,62,400
1,0,93,34,62,400
1,0,202,21,20,600
1,0,82,2,20,800
1,1,667,2,20,700
1,0,383,35,20,700
1,0,1208,34,20,800
1,0,367,2,29,450
1,1,694,55,20,1200
1,0,155,34,20,1100
1,0,203,34,20,800
1,0,785,20,62,300
1,0,42,2,62,500
1,0,311,34,20,800
0,1,1099,34,21,1400
1,0,222,59,13,850
0,0,470,34,20,800
0,0,161,2,62,300
0,1,783,34,20,1400
0,0,142,20,0,500
0,0,41,20,0,500
1,0,178,20,29,400
1,0,115,35,20,550
1,1,178,34,20,1000
1,0,620,34,62,200
1,0,248,34,4,1200
1,0,142,20,3,300
1,0,129,35,62,600
1,0,132,2,62,200
0,1,416,34,54,1800
1,0,68,23,20,800
0,0,1181,34,16,900
1,1,559,34,13,1200
0,1,300,34,20,750
0,0,83,34,62,500
0,0,121,21,20,600
0,0,47,34,62,500
0,0,259,34,30,200
1,0,44,2,13,500
0,0,110,34,22,700
0,0,41,2,0,400
0,0,241,20,0,100
0,0,107,34,9,350
0,0,95,21,29,300
0,0,78,34,62,650
0,0,56,34,20,700
0,0,69,2,62,300
0,0,90,34,20,600
0,0,104,2,62,400
0,0,45,34,29,650
0,0,81,34,20,1000
1,0,51,2,41,300
1,0,54,2,62,250
0,0,92,34,13,700
1,1,816,34,46,1200
1,1,496,35,19,800
1,0,154,35,62,400
0,0,53,35,3,350
1,0,99,35,62,400
1,0,120,35,32,150
1,0,265,34,30,400
1,0,399,34,33,700
0,0,669,34,30,400
0,0,130,21,0,400
0,0,274,34,30,300
0,0,259,34,30,200
1,0,221,34,30,400
1,0,432,34,30,500
1,0,174,34,30,500
0,0,71,34,20,600
0,0,110,34,22,700
0,0,41,2,0,400
1,0,109,2,30,450
1,0,31,2,41,300
1,0,35,34,29,500
1,0,90,34,30,300
0,0,87,34,30,300
0,0,95,21,29,300
1,0,48,2,70,150
1,0,64,34,31,600
0,0,78,34,62,650
0,0,81,34,20,1000
1,1,506,23,13,650
0,0,142,20,0,500
0,0,241,20,0,100
0,0,41,20,0,500
0,0,168,35,20,600
0,1,788,35,21,800
1,1,2640,35,22,600
1,1,1446,35,20,1500
0,0,259,35,20,450
1,1,884,35,13,800
1,1,435,35,20,1200
1,0,223,35,20,600
1,0,430,35,20,800
0,1,240,35,20,1400
0,0,232,35,51,300
0,0,112,35,20,450
0,0,167,35,20,650
1,1,232,35,20,550
1,0,65,35,62,400
1,0,380,35,20,800
1,0,72,35,20,550
0,0,114,35,20,1400
1,0,386,35,20,700
1,0,3248,35,20,750
0,0,96,35,20,700
1,0,309,35,20,750
1,1,108,35,13,800
1,0,197,35,20,600
1,0,149,35,20,700
0,1,203,35,20,700
0,0,139,35,21,500
1,0,316,35,20,700
1,0,98,35,20,600
1,0,118,35,20,550
1,0,185,35,20,450
1,0,1514,35,62,300
0,0,33,35,62,250
1,0,118,35,62,400
1,0,182,35,62,400
1,0,727,35,62,600
1,0,189,35,62,250
1,0,119,35,62,300
1,0,639,35,62,450
0,0,129,35,62,600
1,0,187,35,62,500
0,0,54,35,3,350
1,0,120,35,62,450
1,0,160,35,62,500
1,0,43,35,62,600
1,0,134,35,62,400
1,0,59,35,62,300
1,0,57,35,62,300
1,0,211,35,62,550
1,0,94,35,62,400
1,0,52,35,62,300
1,0,217,35,62,500
1,0,80,35,62,450
0,1,1697,34,20,1400
0,1,1129,34,21,1400
1,1,471,34,54,1800
1,1,2392,34,54,2000
0,1,1145,34,20,1600
0,0,1239,34,16,900
1,1,1065,34,20,1100
0,0,488,34,20,800
1,1,1339,34,20,800
1,1,376,34,20,800
1,1,609,34,13,1200
1,0,1286,34,20,800
1,1,859,34,46,1200
1,0,356,2,51,350
0,1,2011,34,20,800
0,1,303,34,20,750
1,0,224,34,20,1000
1,1,605,34,13,700
1,0,63,2,62,400
1,0,214,34,20,800
1,1,367,34,26,1400
1,1,1223,34,60,1400
1,0,616,2,20,750
0,1,695,34,54,1500
1,1,389,34,60,1300
1,0,142,34,20,700
1,0,531,34,20,600
1,0,77,2,20,450
1,1,325,34,20,750
1,1,482,34,20,750
1,1,421,34,20,1500
1,1,764,21,57,1500
0,0,130,21,20,600
0,1,310,34,20,1300
0,0,55,2,51,200
1,0,206,34,20,650
1,0,193,21,13,700
0,1,789,34,20,1400
1,1,717,34,20,800
0,0,170,2,57,1100
0,0,248,34,4,1200
1,1,671,2,20,700
1,1,135,2,20,1000
1,0,82,34,20,600
1,0,203,34,20,600
1,1,47,34,20,800
1,0,323,34,20,800
1,0,163,34,20,1100
1,0,360,21,20,650
0,0,94,34,13,700
1,1,226,34,20,500
1,0,204,2,20,600
1,0,214,34,20,700
0,1,75,34,21,1200
1,0,67,2,20,500
1,1,293,34,20,900
1,0,191,21,20,650
1,0,75,2,19,500
1,1,183,34,20,1000
0,1,395,34,4,1300
1,0,236,34,20,600
0,0,250,34,13,600
1,0,205,21,20,600
1,1,449,34,20,500
1,0,249,34,20,600
1,1,399,34,20,1000
1,0,328,2,20,600
1,0,226,34,62,400
1,0,214,34,20,600
1,0,202,34,20,800
1,0,58,2,13,500
1,0,292,34,20,600
1,0,277,34,13,900
0,0,71,34,20,600
0,0,110,34,22,700
1,0,256,2,20,1050
1,1,123,34,20,800
0,0,58,2,4,1300
1,0,88,34,62,400
0,0,46,34,13,500
1,0,111,2,21,600
1,0,128,2,20,600
1,0,228,2,20,600
1,0,122,34,20,750
1,0,183,2,20,500
0,0,50,2,20,600
1,0,141,34,13,650
0,0,102,2,4,1200
1,0,92,34,20,500
1,0,66,2,62,400
1,0,103,2,20,500
0,0,62,2,13,450
1,0,57,34,13,650
1,0,151,34,20,500
1,0,80,34,20,750
1,0,80,34,20,800
0,0,103,2,20,600
0,0,55,34,20,700
1,0,42,2,62,500
1,0,78,2,13,550
1,0,124,34,20,600
0,0,82,34,20,1000
1,0,97,34,13,350
1,0,171,34,20,500
1,0,442,34,20,750
1,0,415,34,33,700
0,0,208,34,62,250
0,0,91,34,62,500
0,0,164,2,62,300
0,0,54,34,62,500
1,0,95,34,62,400
0,0,134,2,62,200
1,0,72,2,62,250
1,0,383,34,62,400
1,0,498,34,62,250
1,0,301,2,62,200
1,0,332,34,62,300
1,0,398,34,62,500
1,0,87,2,62,450
1,0,69,34,62,300
1,0,59,2,41,300
1,0,209,34,62,500
0,0,70,2,62,200
1,0,268,2,62,600
1,0,100,34,62,300
1,0,78,2,62,400
1,0,48,34,62,450
1,0,173,21,62,300
1,0,91,34,62,200
1,0,96,2,62,400
1,0,287,2,62,250
1,0,199,34,62,500
0,0,79,34,62,650
1,0,153,2,62,500
1,0,154,34,62,500
1,0,40,2,41,400
0,0,161,2,62,300
0,0,85,34,62,200
0,0,69,2,62,300
1,0,95,2,62,400
0,0,87,34,62,150
0,0,104,2,62,400
0,0,300,34,62,400
1,0,237,20,20,500
1,0,345,23,62,300
1,0,365,20,13,700
0,0,77,23,62,400
1,1,1198,34,60,1400
0,1,419,34,54,1800
1,1,2330,34,54,2000
0,0,139,35,21,500
1,1,815,34,46,1200
0,1,661,34,54,1500
1,1,361,34,60,1300
1,1,753,21,57,1500
0,0,159,2,57,1100
1,0,248,34,4,1200
0,1,74,34,21,1200
0,1,377,34,4,1300
0,0,100,2,4,1200
1,1,3468,42,20,1300
1,1,3156,42,21,1500
0,1,10471,42,21,1400
1,1,9064,41,22,600
1,1,1804,41,20,1000
1,1,767,41,20,1700
1,1,281,41,21,1500
0,1,1555,42,54,2000
0,1,1741,42,20,1200
0,1,369,40,18,1000
1,1,2215,42,21,1500
0,1,3617,38,20,1600
1,1,457,44,21,1500
1,1,2620,42,20,1300
0,1,786,40,20,1500
1,1,717,44,20,1500
0,0,4646,43,50,2000
1,1,679,44,20,1500
1,0,6914,42,20,750
1,1,673,40,20,900
0,1,2245,42,20,1100
1,1,150,39,20,1100
1,1,1863,43,20,600
1,0,455,43,20,1000
0,1,1389,42,46,1400
1,1,484,42,20,700
0,1,117,44,20,800
0,1,354,40,37,2000
0,1,104,44,20,1000
0,0,38,43,20,900
0,1,32,42,20,1000
0,1,468,16,37,3000
1,0,791,22,20,1000
1,0,217,22,20,1200
1,1,217,16,20,1500
1,0,421,0,20,800
0,0,371,22,20,400
1,0,292,22,20,600
1,1,224,22,20,800
0,0,46,16,20,1100
1,1,2714,40,13,1000
0,1,467,41,13,800
0,0,7113,41,13,600
1,1,9064,41,22,600
0,0,1224,41,13,800
0,0,314,41,13,600
0,0,294,41,13,850
1,1,1236,41,13,700
1,0,168,41,13,700
1,0,65,41,16,700
1,1,1208,41,13,650
1,0,76,41,13,650
0,0,236,41,13,500
0,0,36,41,13,300
1,0,52,41,13,450
0,0,14690,42,16,900
0,0,3838,42,13,800
0,0,2730,42,13,1300
1,0,360,43,13,500
1,0,67,45,13,400
0,0,168,42,17,600
1,0,2867,42,13,600
1,1,1850,38,13,600
1,1,1804,42,22,900
1,0,2611,42,33,500
1,0,3007,38,13,1000
1,0,174,43,13,600
1,0,946,42,13,900
1,1,493,42,13,800
0,1,1469,42,13,800
0,1,548,42,13,900
1,1,191,40,13,1000
1,1,204,42,13,800
0,0,2448,43,13,700
1,0,1026,44,17,550
0,0,1358,44,13,700
1,1,872,42,13,600
0,1,815,43,13,800
1,0,778,38,13,700
1,0,1063,42,13,800
1,0,341,42,33,300
1,0,86,43,13,700
1,1,1513,40,13,900
1,0,306,44,13,600
1,1,402,42,15,1200
1,0,991,43,13,600
1,1,1701,42,13,650
1,0,889,40,13,800
0,0,224,39,13,200
1,0,138,42,13,1200
1,0,100,44,33,900
0,0,172,44,13,650
1,1,102,45,13,700
1,0,62,39,13,600
0,0,324,44,13,700
1,0,480,42,13,450
0,0,367,44,13,350
0,0,289,45,33,500
1,0,107,43,62,400
1,0,201,42,13,800
1,0,93,42,13,600
0,0,63,44,14,600
1,1,152,43,62,600
1,0,506,43,13,600
0,0,47,42,13,600
0,0,130,42,13,800
1,0,275,40,13,500
0,0,227,43,13,450
0,0,46,38,13,600
0,0,54,43,12,250
1,0,414,42,13,700
1,0,231,38,13,600
0,1,1755,16,48,1600
0,0,1587,22,13,750
1,1,1880,0,13,900
1,0,1101,22,13,700
0,0,128,22,22,800
0,0,49,22,13,450
1,0,42,0,13,600
1,0,59,22,13,600
0,0,61,0,13,500
1,0,1189,0,29,500
1,0,787,0,62,300
1,0,58,22,72,250
1,0,339,0,20,800
1,0,584,37,29,450
1,0,169,22,29,400
1,0,1285,0,20,900
1,0,376,0,62,500
1,0,256,0,20,800
1,0,176,22,62,100
1,0,499,41,62,600
1,0,992,22,20,800
1,0,206,0,70,200
1,0,152,0,62,400
1,0,319,38,29,450
1,0,168,42,62,500
1,0,190,43,62,300
1,0,293,43,45,250
1,0,558,0,30,400
1,0,385,38,72,500
1,0,462,22,72,500
1,0,216,0,62,200
1,0,357,22,62,600
1,0,331,0,13,200
1,0,1959,43,20,650
1,0,738,0,20,600
1,0,98,45,0,400
1,0,910,38,62,250
1,0,212,45,9,150
0,0,626,42,20,600
1,0,137,22,72,300
1,0,102,37,29,400
1,0,341,22,62,400
1,0,412,42,62,300
1,0,3614,43,62,400
1,0,138,45,62,250
1,0,229,38,72,250
1,0,303,16,62,300
1,0,1588,42,20,550
1,0,277,42,30,400
1,0,200,0,62,300
1,0,1962,43,62,600
1,0,88,22,72,400
1,1,411,22,20,750
1,0,426,38,62,250
1,0,477,0,62,450
1,1,3766,22,22,600
1,0,556,42,62,400
1,0,1076,0,20,500
1,0,382,22,62,600
1,0,467,0,62,400
1,0,65,0,62,700
1,0,89,42,62,400
1,0,130,0,62,150
1,0,490,43,20,750
1,0,783,22,62,300
1,0,317,22,12,250
1,0,646,22,62,400
1,0,355,18,62,350
1,0,848,22,62,300
1,0,1076,42,69,400
1,0,297,41,72,400
1,0,314,38,72,650
1,0,348,22,62,300
1,0,421,0,20,800
1,0,189,0,62,600
1,0,148,22,69,200
1,0,592,22,20,550
1,0,325,43,20,500
1,0,891,16,29,500
1,0,360,42,72,400
1,0,213,58,29,300
1,0,703,44,30,450
1,0,357,45,29,650
1,0,57,0,62,300
1,0,71,22,30,400
1,0,144,22,62,150
1,1,2726,0,20,800
1,0,137,0,72,500
1,0,260,0,20,500
1,0,283,22,62,150
1,0,326,22,29,200
1,0,192,45,29,750
1,0,382,0,62,250
1,0,130,22,30,350
1,0,884,0,62,500
1,0,99,0,20,350
1,0,124,22,20,600
1,0,510,22,62,500
1,0,382,42,20,600
1,0,47,0,62,200
1,0,1128,16,29,650
1,0,52,0,62,300
1,0,65,22,20,300
1,0,183,0,62,300
1,0,332,16,20,500
1,0,338,42,20,800
1,0,67,0,20,500
1,0,499,43,62,300
1,0,53,38,62,100
1,0,468,0,20,750
1,0,101,0,20,600
1,0,457,43,29,500
1,0,105,0,62,300
1,0,414,44,12,300
1,0,269,42,45,300
1,0,511,43,30,500
1,0,182,22,29,600
1,0,889,40,13,800
1,0,114,0,62,400
1,0,47,22,30,400
1,0,653,43,62,250
1,0,99,30,62,200
1,0,191,0,62,300
1,0,119,38,30,300
1,0,152,44,20,700
1,0,93,22,20,700
1,1,548,42,26,1000
1,0,218,22,62,400
1,0,176,22,29,400
1,0,99,38,20,500
1,0,52,22,62,450
1,0,47,16,29,300
1,0,85,0,62,400
1,0,798,22,13,700
1,0,723,42,62,400
1,0,701,41,29,450
1,0,369,22,20,550
1,0,187,42,30,400
1,0,218,0,20,600
1,0,93,42,13,600
1,0,462,22,62,600
1,0,232,38,29,400
1,0,190,41,0,400
1,0,95,38,62,300
1,0,537,58,29,600
1,0,402,22,30,450
1,0,150,22,30,300
1,0,39,22,20,450
1,0,45,22,13,300
1,0,186,0,62,400
1,1,1701,42,13,650
1,0,118,0,62,400
1,0,341,42,33,300
1,1,1804,41,20,1000
1,0,530,44,62,450
1,0,245,42,62,600
1,0,140,42,62,200
1,1,488,0,13,700
1,0,191,41,30,300
1,0,292,22,20,600
1,1,493,42,13,800
1,0,59,22,13,600
1,0,163,22,30,400
1,1,804,0,20,800
1,0,221,0,70,400
1,0,130,38,21,1200
1,0,86,43,13,700
1,1,204,42,13,800
1,0,613,44,20,500
1,0,64,16,30,200
1,0,328,0,72,500
1,0,2611,42,33,500
1,1,1061,22,21,1200
1,0,1115,42,20,750
1,0,55,42,9,400
1,0,53,44,62,350
1,0,36,0,32,300
1,0,1026,44,17,550
1,0,441,22,13,750
1,0,163,22,62,300
1,0,66,42,20,800
1,0,205,42,62,250
1,0,4686,44,46,1500
1,0,958,44,20,500
1,0,53,42,30,400
1,0,77,22,62,350
1,0,64,0,62,250
1,0,197,22,62,400
1,0,235,22,62,400
1,0,106,44,29,600
1,0,71,22,69,200
1,0,117,22,20,600
1,1,872,22,16,800
1,0,321,16,20,1000
1,0,3455,44,20,600
1,1,1208,41,13,650
1,0,174,43,13,600
1,0,821,43,20,1000
1,0,277,0,66,250
1,0,138,22,20,750
1,0,168,42,11,400
1,0,394,44,62,400
1,0,113,22,62,600
1,0,106,22,62,150
1,1,1542,0,20,800
1,0,89,0,62,350
1,0,95,0,29,600
1,0,462,16,20,600
1,0,186,44,2,500
1,0,166,16,62,600
1,0,80,22,62,800
1,0,171,0,62,300
1,0,61,42,30,450
1,0,1023,22,30,500
1,0,279,44,62,450
1,0,321,43,62,600
1,0,289,3,62,400
1,0,34,22,72,400
1,0,480,42,13,450
1,0,717,22,20,1000
1,0,533,42,20,600
1,1,74,0,20,900
1,0,138,42,13,1200
1,0,219,38,62,300
0,0,1224,41,13,800
1,0,779,43,20,750
1,0,151,41,41,400
1,0,266,22,20,550
1,0,439,22,72,550
1,0,215,42,62,200
1,0,138,0,62,300
1,0,42,0,13,600
1,1,221,42,20,600
1,0,374,38,20,750
1,0,229,42,30,500
1,0,97,18,62,500
1,0,554,44,62,600
1,0,567,43,62,400
1,0,71,22,62,400
1,0,85,22,62,350
1,0,76,38,0,500
1,0,310,0,29,600
1,1,342,41,62,450
1,0,91,22,0,400
1,0,67,45,13,400
1,0,88,22,62,250
1,1,325,44,20,800
1,0,76,38,62,300
1,1,255,41,20,1300
1,0,69,42,12,150
1,1,85,22,17,500
1,0,38,41,29,600
1,0,600,44,30,900
1,0,688,0,20,500
1,0,62,22,45,200
1,0,164,22,62,500
1,1,717,44,20,1500
1,0,49,42,62,300
1,0,50,45,29,500
1,0,110,42,30,200
1,0,177,0,62,500
1,0,90,44,62,500
1,0,131,0,30,230
1,0,187,22,9,400
1,0,205,0,14,500
1,0,77,16,32,300
1,0,122,58,62,250
1,1,679,44,20,1500
